,Question,Answer
217,"So, let's say my teeth turn to liquid and then, they drip down the back of my throat. What would you call that?",I thought you said you were inventing diseases? That's spontaneous dental hydroplosion.
218,I thought you said you were inventing diseases? That's spontaneous dental hydroplosion.,Nice.
219,You mean the elevator that takes you down into the mineshaft? It's not really a ride.,Its says here that it's a 300ft drop.
220,So it's not a free fall?,It's an industrial coal elevator.
221,"Uh, all right. Well, once you get down into the mine, what... you got laser tag or something?","OK, so I don't know what the surprise is. Am I worried? No. No way. See, I thrive on this. This is my world. This is improv. This is Whose Line is it Anyway?"
222,"OK, so I don't know what the surprise is. Am I worried? No. No way. See, I thrive on this. This is my world. This is improv. This is Whose Line is it Anyway?",Damnit! Damnit Jim!
223,"All right, who did this? I'm not mad. I just want to know who did it so I can punish them.",What are you talking about?
224,What are you talking about?,"Uh, someone forged, uh, medical information and that is a felony."
225,"OK, whoa. 'Cause that is a pretty intense accusation. How do you know that they're fake?","Uh, leprosy? Flesh eating bacteria. Hot-dog fingers. Government-created killer nanorobot infection."
226,"Uh, leprosy? Flesh eating bacteria. Hot-dog fingers. Government-created killer nanorobot infection.","You did this, didn't you?"
227,"You did this, didn't you?",Absolutely not.
228,"I know it was you. Fine. You know what? I'll have to interview each and every one of you until the perpetrator makes him or herself known. And until that time, there will be no health care coverage for any one!",Killer nanorobots?
229,Killer nanorobots?,It's an epidemic.
230,Why did you write that down Jim? Is it because you know I love Count Chocula?,Do you?
231,Do you?,I think you need to confess...
232,What are you doing? Those are my keys.,Good luck. [closes door and locks it]
233,Who is this?,Let me out or you're fired.
234,"OK, can you hold on? I'm getting the, ah, beep. [presses button on phone]] Jim Halpert.","[on phone] Hey, Jim. It's Pam."
235,Hey Pam! How are you?,Jim! Open the door!
236,"Good, how are you? Busy?",I'm doing OK. Getting excited for the weekend though. What are you up to?
237,I'm doing OK. Getting excited for the weekend though. What are you up to?,Jim!
238,"Um, I'm not bothering you, am I?","No, not at all."
239,You don't have anything you're doing?,I have nothing to do.
240,"Oh great. Um, no, this weekend? Nothing. I'm not really doing anything.",Jim!
241,Oh yeah?,I might go to the mall.
242,The mall?,Jim!
243,"Oh, interesting, what kind of shoes?",Hello?
244,Hello?,"Uh, hello. Uh, this is Dwight Schrute calling for Jan Levenson-Gould."
245,Who is this?,Dwight Schrute.
246,From sales?,Well...
247,Where's Michael Scott?,He is not here right now. He put me in charge of the office.
248,"Dwight, listen to me very carefully. You are not a manager of anything. Understand?","That's not entirely true, because he put me in charge of picking the health care plan."
249,Really?,Yeah.
250,"Call you immediately. Good. Oh, hey, listen, um, since I have you on the phone, um, can I fire Jim?",No. Please don't use my cell phone ever again.
251,"Hey, hey, everybody, Ice-cream sandwiches! Aaaahh! [laughs] Here you go. Take one, take one. It's all good. Phyllis, think fast. Ya-bome! Oh, oh, I see Angela. Angela? Right? Waaaaah! Oh, hey temp. Why don't you take two? Because you don't get health care. And uh, faster metabolism.",Did you get the kind with the cookies? Instead of the...
252,Did you get the kind with the cookies? Instead of the...,"Why don't you just eat it, OK? And here you go, Stanley the manly."
253,"Why don't you just eat it, OK? And here you go, Stanley the manly.","Oh, thanks."
254,"This isn't the big surprise, is it? Because we've been having a pretty horrible day.","Uh, nope. Nope. This isn't the surprise. It's surprising, um... because you didn't expect it. But you will... you'll know it when you see it."
255,Michael. Michael?,"[under his breath] Oh, Christ."
256,"I tried being rational, OK? And what happened? The employees went crazy, I got no help from corporate. That leaves me with no options.","I'm now going to read out loud your submitted medical conditions. When you hear yours read, please raise your hand to indicate that it is real. If you do not raise your hand, it will not be covered."
257,What about confidentiality?,"You know what? You have forfeited that privilege. I have tried to treat you all as adults, but obviously I am the only adult here. Number one, inverted penis."
258,"You know what? You have forfeited that privilege. I have tried to treat you all as adults, but obviously I am the only adult here. Number one, inverted penis.","Could you mean vagina? Because if you do, I want that covered."
259,"Could you mean vagina? Because if you do, I want that covered.",I thought your vagina was removed during your hysterectomy?
260,I thought your vagina was removed during your hysterectomy?,A uterus is different from a vagina. I still have a vagina.
261,"OK, great. Dermatitis. Thank you Angela. I'll make sure that's covered. OK, now. Who wrote this, hysterical one? Anal fissures?",That's a real thing.
262,Do you think we should go ?,"I don't know, Kevin. This is important. I don't want... [spots Michael through the blinds] There he is."
263,What is he doing?,I don't know.
264,Well?,"Well, what? You could be referring to anything."
265,"Well, what? You could be referring to anything.","OK, the health care plan."
266,Why did you put Dwight in charge of that? He did a horrible job.,"Uh, Dwight? Did you raise benefits?"
267,"Uh, Dwight? Did you raise benefits?",I most certainly did not.
268,"Oh come on! That's horrible! Aaah... Thanks, Dwight, for a crappy plan. Ah, Damn! Oh, mmm, I wish I had time to change it, but Jan needs it by five, and... what time is it, what time is it? [looks at watch] Ah, it's after five. Oh, oh it's awful. So, well, OK. See you guys on Monday.",What about the surprise?
269,What about the surprise?,"Oh... Yes. Exactly. Thank you Angela, for reminding me. Terrific. Um, before I tell everybody what the big surprise is, would you like to tell me what you think the big surprise is?"
270,"Oh... Yes. Exactly. Thank you Angela, for reminding me. Terrific. Um, before I tell everybody what the big surprise is, would you like to tell me what you think the big surprise is?",We all think you don't have a surprise.
271,"Well, it could happen. Have you ever seen the movie Outbreak?","Yeah. Well, have you ever seen the movie Unbreakable? 'Cause that guy couldn't get sick, just like me."
272,"Yeah. Well, have you ever seen the movie Unbreakable? 'Cause that guy couldn't get sick, just like me.",Okay. Have you ever seen the movie Sixth Sense? Maybe you are already dead.
273,Okay. Have you ever seen the movie Sixth Sense? Maybe you are already dead.,Unlikely.
274,You promise these are confidential?,100%.
275,Did you just mark on that?,"I don't think so, no."
276,"Wrong. [walks away] Thank you Jim. Kevin. Stanley. [whispering] Pam, Jim, Kevin, Stanley. Pam, Jim, Kevin, Stanley. You finished?","Oh, yeah. Here's the rest of them."
277,You mean the elevator that takes you down into the mineshaft? It's not really a ride.,"Well, it says here that it's a 300ft drop."
278,So it's not a free fall?,It's an industrial coal elevator.
279,"Uh, okay. So um, once you get down into the mine, what do you do? Is it like, uh... Do you have laser tag down there or something?","No, you just look around. It's a historically preserved coal mine."
280,That's it?,"Well, there's the adjacent Anthracite Heritage Museum. They got some really interesting old mining tools. There's also a photo mural exhibit. Uh, bat guano sculpture. [Michael hangs up cell phone]"
281,"Why do you want health care, Pam? Hmm? Why do you want it?",In case I get sick.
