,Question,Answer
278,What happened to the dragons? I was told that brave men killed them all.,"The brave men didn't kill dragons. The brave men rode them. Rode them from Valyria to build the greatest civilization this world has ever seen. The breath of the greatest dragon forged the Iron Throne, which the Usurper is keeping warm for me. The swords of the vanquished, a thousand of them... melted together like so many candles."
279,Really? Why dragons?,"They can fly. And wherever they are, just a few flaps of their wings and they're somewhere else... Far away. And they can kill. Anyone or anything that tries to hurt them gets burned away to nothing... melted... like so many candles. Seeing a dragon would make me very happy."
280,What have you seen?,I've seen... A man from Asshai with a dagger of real dragonglass. I've seen a man who could change his face the way that other men change their clothes. And I've seen a pirate who wore his weight in gold and whose ship had sails of colored silk. So... Have you seen one?
281,I've seen... A man from Asshai with a dagger of real dragonglass. I've seen a man who could change his face the way that other men change their clothes. And I've seen a pirate who wore his weight in gold and whose ship had sails of colored silk. So... Have you seen one?,A pirate ship?
282,A pirate ship?,A dragon.
283,What happened to the skulls?,"I don't know. The Usurper had them smashed to powder, I expect. Scattered to the wind."
284,"Yes, it is. What did I buy you for? To make me sad?","No, your Grace. To teach your sister."
285,To teach my sister how to be a better lover? You think I bought you to make Khal Drogo happy? You pretty little idiot. Go on then. Get on with it.,"Someday your husband will sit there and you will sit by his side. And one day, before too long, you will present your son to the court. All the lords of Westeros will gather here to see the little prince..."
286,What if I have a girl?,"Gods be good, you'll have boys and girls and plenty of them."
287,What if I only have girls?,I wouldn't worry about that.
288,But what if?,"If you only had girls, I suppose the throne would pass to Prince Joffrey's little brother."
289,Nonsense. Why would you say such a thing? That business with the wolves? I've told you a hundred times... A direwolf is not...,Please shut up about it.
290,Do you remember your lessons? Who built the Iron Throne?,Aegon the Conqueror.
291,And who built the Red Keep?,Maegor the Cruel.
292,"My grandfather and uncle were murdered here, weren't they?","They were killed on the orders of King Aerys, yes."
293,Why were they killed?,You should speak to your father about these matters.
294,I will?,"You found money for a champion's purse, you can find money to keep the peace. I'll also give you 20 of my household guards till the crowds have left."
295,"I'm sure the tourney puts coins in many a pocket. Now... If there's nothing else, my Lords?","This heat. On days like this, I envy you northerners your summer snows. Until tomorrow my Lord."
296,"Lord Arryn? His death was a great sadness to all of us. I took personal charge of his care, but I could not save him. His sickness struck him very hard and very fast. I saw him in my chambers just the night before he passed. Lord Jon often came to me for counsel.",Why?
297,Why?,I have been Grand Maester for many years. Kings and Hands have come to me for advice since...
298,What did Jon want the night before he died?,He came inquiring after a book.
299,A book? What book?,"I fear it would be of little interest to you, my Lord. A ponderous tome."
300,Did Jon Arryn tell you what he wanted with it?,"He did not, my Lord. And I did not presume to ask."
301,Did he say anything to you during his final hours?,"Nothing of import, my Lord. There was one phrase he kept repeating"
302,"The seed is strong""? What does that mean?","The dying mind is a demented mind, Lord Stark. For all the weight they're given, last words are usually as significant as first words."
303,And you're quite certain he died of a natural illness?,What else could it be?
304,What else could it be?,Poison.
305,"Yes. Women, cravens... and eunuchs. Did you know that lord Varys is a eunuch?",Everybody knows that.
306,Cats? Syrio says…,He says every swordsman should study cats. They're quiet as shadows and as light as feathers. You have to be quick to catch them.
307,Now that Bran's awake will he come live with us?,He needs to get his strength back first.
308,"He wants to be a knight of the King's Guard. He can't be one now, can he?",No. But someday he could be Lord of a holdfast or sit on the King's Council. Or he might raise castles like Brandon the Builder.
309,Can I be Lord of a holdfast?,You will marry a high Lord and rule his castle. And your sons shall be knights and princes and lords.
310,"You can't fight. You can't see. You're afraid of heights and almost everything else probably. What are you doing here, Sam?","On the morning of my 18th nameday, my father came to me. ""You're almost a man now,"" he said, ""but you're not worthy of my land and title. Tomorrow, you're going to take the black, forsake all claim to your inheritance and start north. If you do not,"" he said, ""then we'll have a hunt and somewhere in these woods your horse will stumble and you'll be thrown from your saddle to die. Or so I'll tell your mother. Nothing would please me more."" Ser Alliser's going to make me fight again tomorrow, isn't he?"
311,"On the morning of my 18th nameday, my father came to me. ""You're almost a man now,"" he said, ""but you're not worthy of my land and title. Tomorrow, you're going to take the black, forsake all claim to your inheritance and start north. If you do not,"" he said, ""then we'll have a hunt and somewhere in these woods your horse will stumble and you'll be thrown from your saddle to die. Or so I'll tell your mother. Nothing would please me more."" Ser Alliser's going to make me fight again tomorrow, isn't he?","Yes, he is."
312,"I'm not going to get any better, you know?",Well… You can't get any worse.
313,"He never stops. Do you know Ser Hugh of the Vale? Not surprising. Until recently, he was only a squire... Jon Arryn's squire. He was knighted almost immediately after his master's untimely death.",Knighted for what? Why are you telling me this?
314,Knighted for what? Why are you telling me this?,I promised Cat that I'd help you.
315,Where is Ser Hugh? I'll speak to him.,A singularly bad idea. Do you see that boy there? One of Varys's little birds. The Spider has taken a great interest in your comings and goings. Now look there. That one belongs to the Queen. And do you see that Septa pretending to read her book?
316,A singularly bad idea. Do you see that boy there? One of Varys's little birds. The Spider has taken a great interest in your comings and goings. Now look there. That one belongs to the Queen. And do you see that Septa pretending to read her book?,Varys or the Queen?
317,Varys or the Queen?,No. She's one of mine. Is there someone in your service whom you trust completely?
318,No. She's one of mine. Is there someone in your service whom you trust completely?,Yes.
319,Ser Hugh? Ser Hugh!,"As you can see, I'm busy."
320,What did Lord Arryn want?,He always came to see the boy.
321,"There's nothing to forgive. When Lord Arryn came to visit you, what would you talk about?","He just asked me questions is all, my Lord."
