,Question,Answer
243,"I got ripped off for about the...18th time? And now, the first couple a times you go through it, it's very upsetting and your first reaction or one of your friends will say, Call the police. You really should call the police. So you think to yourself, you know, you watch TV, you think, Yeah, I'm calling the police. Stakeouts, manhunts... I'm gonna see some real action. Right, you think that. So, the police come over to your house, they fill out The Report. They give you Your Copy. Now, unless they give the crook his copy, I don't really think we're gonna crack this case, do you? It's not like Batman, where there's three crooks in the city and everybody pretty much knows, who they are. Very few crooks even go to the trouble to come up with a theme for their careers anymore. It makes them a lot tougher to spot. Did you lose a sony? It could be the Penguin. I think we can round him up, he's dressed like a PENGUIN! We can find him, he's a PENGUIN!","Oh, we'll, come on. This is an apartment, this is a home! This is a place to live. Oooh, a fireplace, are you kidding me! Does this work?"
244,"Oh, we'll, come on. This is an apartment, this is a home! This is a place to live. Oooh, a fireplace, are you kidding me! Does this work?","I didn't know there was a fireplace. A fireplace, that's incredible."
245,How do you get all that wood in here?,They deliver it.
246,They deliver wood?,Yeah.
247,What do you tip a wood guy?,I didn't know there was a fireplace.
248,Would I have to get a gardener?,"Yeah, you can get a gardener."
249,You tip him?,You can.
250,They deliver the coal?,"Sure, it's...probably the same guy, who delivers the wood."
251,"Jerry, look at this closet! Look at this! I'm walking in it!  It's a walk-in. Can you believe it? I'm nuts about this, what do you think?","I like that. What do you think, George?"
252,"I like that. What do you think, George?",It's your decision.
253,Your movin? That means I'm movin. Geeeeee  isn't that incredible!,Congratulations.
254,What about the couch?,You like the couch? I'll tell you what I'm gonna do.
255,You like the couch? I'll tell you what I'm gonna do.,What?
256,What?,"You're movin in, you're a good friend, I wanna start you off on the right foot. Give me...a hundred and fifty dollars. Get it outta here right now, take it out the door, I don't even wanna see it, go, get it out."
257,A hundred and fifty dollars? A hundred and fifty dollars for what? For this couch?,Yeah!
258,For this couch?!,"Okay, you tell me. What is it worth?"
259,"Okay, you tell me. What is it worth?","Okay, uh, I'll tell you what. I could go as high as uh... I don't know, maybe...twenty dollars?"
260,"Okay, uh, I'll tell you what. I could go as high as uh... I don't know, maybe...twenty dollars?",Yeah?
261,Yeah?,"Yeah, it's George."
262,"Fifty dollars, okay? Fifty dollars, is that all right?",Fifty dollars?
263,Fifty dollars?,Uh-huh.
264,"Hey, what's goin on?",I just bought Jerrys couch for fifty dollars.
265,"So did you bring the lease?  All right, gee, three years, that kinda seems like a long time.","Oh, Jerry Jerry Jerry Jerry Jerry, listen, if, if you are feeling uncomfortable about this at all, at all. Do not feel like you have to take it."
266,Why?,"If you're having second thoughts, if you didn't want it, don't worry about it because uh, you know, I, I...I could take it, you know."
267,You could take it? You want it?,"No, I don't want it. I want it, if you don't want it."
268,How can I take it?,How can I take it?
269,How can I take it?,It's your apartment!
270,"How can I want it now, if you want it?","Excuse me, uh, I don't mean to 'cause any trouble here, but George, if you take it, can I take your place?"
271,"Excuse me, uh, I don't mean to 'cause any trouble here, but George, if you take it, can I take your place?","Yes, but I am not taking it."
272,"Well, whaddaya wanna do here?","I, I don't know."
273,Do you wanna flip a coin?,"Who flips? You'll flip, I'll call."
274,"Who flips? You'll flip, I'll call.","Okay, fine. This is the official flip. No crying, no guilt, winner takes all and that's it. Agreed?"
275,"Okay, fine. This is the official flip. No crying, no guilt, winner takes all and that's it. Agreed?",I'm good.
276,So what?,"Interference! You can't count that! Come on, are you crazy?! The coin cannot touch anything, it affects it."
277,"Interference! You can't count that! Come on, are you crazy?! The coin cannot touch anything, it affects it.",You didn't call no interference!
278,"I don't wanna win it like this! Elaine, what do you think?",I'd better not.
279,Okay. OK. I'll choose you. Whaddaya want?,Odds.
280,"Right, ready?",For the apartment.
281,I'm just gonna...wash. WHY DID I PUT UP TWO? WHY DID I PUT UP TWO?,"Jerry, I think I'm on to something. I think I found your stuff. You know the Englishman who lives down the hall?"
282,"Jerry, I think I'm on to something. I think I found your stuff. You know the Englishman who lives down the hall?",Yeah.
283,So what did he say?,What stuff?
284,What stuff?,"Ooh,  case closed!"
285,"One of the problems in life is that when you're a kid, you have a certain way of working out disagreements. And those laws do not work in the adult world. One of the main ways that kids resolve any dispute is by calling it. One of them says, I got the front seat I wanted the front seat! I called it. And the other kid knows he's got nothing to say He called it. What can I do? If there was a Kid Court Of Law, it holds up. Your Honour, my client did ask for the front seat And the judge would go, Did he call it? We'll no, he didn't call- BANG!  He has to call it, case closed. Objection overruled.",I love the mirror in that bathroom! I don't know what in the he'll it is. I look terrific in that mirror. I don't know if it's the tile or the lighting... I feel like Robert Wagner.
286,"It's a good mirror. So, what are you gettin?","I don't know, I can't eat. You, you can't have anything anymore. Look at this, look at this. Eggs out. Coffee out. French fries out. BLT out! I go to visit my grandparents three big brisket sandwiches, I'm sittin here with a carrot! They're closing in on a hundred, I'm sayin to them, How can you eat that stuff?  I'm so sick about losin that choose, you don't know."
287,"I don't know, I can't eat. You, you can't have anything anymore. Look at this, look at this. Eggs out. Coffee out. French fries out. BLT out! I go to visit my grandparents three big brisket sandwiches, I'm sittin here with a carrot! They're closing in on a hundred, I'm sayin to them, How can you eat that stuff?  I'm so sick about losin that choose, you don't know.","All right, forget it, forget it. I'm not taking the place!"
288,What?!,How can I live there?
289,How can I live there?,Why not?!
290,Why not?!,"Look at you, you're still thinking about it. I'll never feel comfortable."
291,How can I ever have you over? You'll sit there moping.,I won't mope.
292,You're already moping! Would you take the place?,"No, impossible! It's your apartment."
293,Definitely?,Definitely.
294,What apartment?,"Oh, it's a great place, it's uh two-bedroom uh, west 83rd bout half block from the park."
295,What's the rent?,"I don't know, what we're doin here, this is ridiculous."
296,"These are the guys, who turned this place down, can you believe it?  Diane gave me the greatest backrub today. She's a masseuse!","How, how could you guys have turned this place down, it's such a great location and it's...so close to the park."
297,"How late are the stores open? I'm thinking of maybe uh, buying a new TV and smash it over my head.","I get a call from Gilmour this morning, and get this they're restructuring the organization in Atlanta and I gotta be there on the first of the month."
298,Really? What are you gonna bout the apartment?,"Well, what can I do? Give it up."
299,"Well, what can I do? Give it up.",What's the rent?
300,What's the rent?,Nice meeting you.
301,What's the rent?,"Most men like working on things. Tools, objects, fixing things. This is what men enjoy doing. Have you ever noticed a guys out in his driveway working on something with tools, how all the other men in the neighborhood are magnetically drawn to this activity. They just come wandering out of the house like zombies. Men, it's true, men hear a drill, it's like a dog whistle. Just... you know, they go running up to that living room curtain, Honey, I think Jims working on something over there. So they run over to the guy. Now they don't actually help the guy. No, they just want to hang around the area where work is being done. That's what men want to do. We want to watch the guy, we want to talk to him, we want to ask him dumb questions. You know, What are you using, a Phillips-head? You know, we feel involved. That's why when they have construction sites, they have to have those wood panel fences around it, that's just to keep the men out. They cut those little holes for us so we can see what the he'll is going on. But if they don't cut those holes, we are climbing those fences. Right over there. What are you using the steel girders down there? Yeah, that'll hold."
